graph,n_vars,p_conf,sim,n_confounders,query,n_R_theta,n_R_theta_star,n_experiments,n_useless,n_useful,fraction_pruned,id_pruned,blocked_pruned
mildew.bif,35,0.05,49,38,"Y={'foto_3'}, X={'dm_2', 'lai_4'}",28,38,100,61,39,0.61,61,0
mildew.bif,35,0.15,0,89,"Y={'dm_3'}, X={'nedboer_3', 'lai_3', 'middel_2'}; Y={'dm_4'}, X={'foto_3'}; Y={'lai_3'}, X={'lai_1'}",89,89,100,32,68,0.32,32,0
mildew.bif,35,0.15,1,104,"Y={'lai_3'}, X={'mikro_2', 'temp_1'}; Y={'foto_2'}, X={'dm_3', 'meldug_2', 'mikro_2'}",71,104,100,33,67,0.33,33,0
mildew.bif,35,0.15,2,82,"Y={'meldug_2'}, X={'nedboer_1', 'straaling_4', 'foto_1'}",35,82,100,29,71,0.29,29,0
mildew.bif,35,0.15,3,94,"Y={'nedboer_1'}, X={'temp_2', 'middel_3', 'temp_1'}; Y={'middel_2'}, X={'meldug_2'}; Y={'temp_4'}, X={'temp_2', 'middel_2', 'straaling_4'}",14,94,100,25,75,0.25,25,0
mildew.bif,35,0.15,4,82,"Y={'temp_2'}, X={'straaling_2', 'dm_3', 'lai_2'}; Y={'nedboer_2'}, X={'lai_2'}",8,82,100,27,73,0.27,27,0
mildew.bif,35,0.15,5,90,"Y={'meldug_3'}, X={'nedboer_1', 'mikro_1', 'foto_1'}; Y={'straaling_3'}, X={'lai_3'}",45,90,100,29,71,0.29,29,0
mildew.bif,35,0.15,6,69,"Y={'lai_4'}, X={'temp_2', 'foto_4', 'temp_4', 'mikro_2'}",50,69,100,24,76,0.24,24,0
mildew.bif,35,0.15,7,75,"Y={'lai_2'}, X={'middel_1', 'dm_4'}",30,75,100,26,74,0.26,26,0
mildew.bif,35,0.15,8,82,"Y={'lai_4'}, X={'mikro_3'}; Y={'lai_0'}, X={'mikro_1'}",63,82,100,35,65,0.35,35,0
mildew.bif,35,0.15,9,79,"Y={'dm_2'}, X={'dm_4'}; Y={'foto_3'}, X={'straaling_2', 'mikro_3'}; Y={'meldug_1'}, X={'lai_2', 'straaling_4', 'temp_4'}",75,79,100,34,66,0.34,34,0
mildew.bif,35,0.15,10,90,"Y={'foto_3'}, X={'lai_4'}",68,90,100,27,73,0.27,27,0
mildew.bif,35,0.15,11,86,"Y={'dm_1'}, X={'dm_3', 'dm_2', 'foto_4'}",36,86,100,25,75,0.25,25,0
mildew.bif,35,0.15,12,106,"Y={'middel_2'}, X={'straaling_3', 'meldug_4'}; Y={'temp_1'}, X={'lai_1', 'middel_2'}",12,106,100,28,72,0.28,28,0
mildew.bif,35,0.15,13,88,"Y={'dm_3'}, X={'straaling_2', 'temp_2', 'meldug_2', 'foto_4'}; Y={'meldug_4'}, X={'meldug_3', 'foto_4'}; Y={'dm_2'}, X={'foto_3'}",86,88,100,24,76,0.24,24,0
mildew.bif,35,0.15,14,85,"Y={'lai_0'}, X={'meldug_2', 'dm_2', 'foto_3', 'foto_1'}; Y={'nedboer_2'}, X={'temp_2'}",7,85,100,20,80,0.2,20,0
mildew.bif,35,0.15,15,83,"Y={'meldug_2'}, X={'lai_3'}; Y={'lai_1'}, X={'nedboer_1', 'temp_4'}",31,83,100,33,67,0.33,33,0
mildew.bif,35,0.15,16,86,"Y={'dm_1'}, X={'nedboer_2', 'udbytte', 'straaling_1'}; Y={'nedboer_2'}, X={'nedboer_1', 'temp_2', 'straaling_1', 'temp_3'}; Y={'dm_1'}, X={'middel_1', 'middel_3', 'foto_2', 'lai_1'}",32,86,100,24,76,0.24,24,0
mildew.bif,35,0.15,17,92,"Y={'foto_4'}, X={'udbytte'}; Y={'nedboer_1'}, X={'lai_1'}",87,92,100,24,76,0.24,24,0
mildew.bif,35,0.15,18,91,"Y={'dm_1'}, X={'lai_1'}; Y={'lai_3'}, X={'mikro_1', 'meldug_4'}; Y={'dm_4'}, X={'nedboer_1', 'foto_3'}",89,91,100,37,63,0.37,37,0
mildew.bif,35,0.15,19,104,"Y={'lai_3'}, X={'meldug_3', 'nedboer_3'}; Y={'foto_1'}, X={'udbytte', 'dm_4', 'dm_2'}; Y={'middel_2'}, X={'dm_1', 'foto_4', 'meldug_4'}",63,104,100,30,70,0.3,30,0
mildew.bif,35,0.15,20,80,"Y={'foto_2'}, X={'dm_4', 'mikro_2'}; Y={'temp_2'}, X={'straaling_2', 'dm_1'}; Y={'temp_2'}, X={'straaling_2'}; Y={'dm_3'}, X={'foto_2'}",69,80,100,29,71,0.29,29,0
mildew.bif,35,0.15,21,89,"Y={'foto_4'}, X={'dm_3', 'temp_4', 'lai_4'}; Y={'foto_1'}, X={'mikro_1'}",38,89,100,34,66,0.34,34,0
mildew.bif,35,0.15,22,88,"Y={'meldug_2'}, X={'lai_1', 'straaling_3'}; Y={'meldug_1'}, X={'lai_2', 'dm_3'}",27,88,100,40,60,0.4,40,0
mildew.bif,35,0.15,23,94,"Y={'lai_1'}, X={'meldug_3', 'meldug_1', 'meldug_2'}; Y={'dm_2'}, X={'lai_2', 'lai_3', 'straaling_4'}; Y={'mikro_3'}, X={'lai_2', 'straaling_4'}; Y={'temp_2'}, X={'meldug_3', 'middel_3', 'mikro_2'}",84,94,100,19,81,0.19,19,0
mildew.bif,35,0.15,24,86,"Y={'foto_4'}, X={'mikro_1', 'lai_3'}",71,86,100,28,72,0.28,28,0
mildew.bif,35,0.15,25,92,"Y={'dm_3'}, X={'dm_1', 'foto_4', 'temp_3'}",82,92,100,31,69,0.31,31,0
mildew.bif,35,0.15,26,78,"Y={'lai_0'}, X={'lai_2', 'dm_1', 'foto_4', 'foto_1'}; Y={'foto_2'}, X={'lai_0', 'temp_4', 'mikro_2', 'foto_3'}",42,78,100,29,71,0.29,29,0
mildew.bif,35,0.15,27,106,"Y={'lai_0'}, X={'mikro_1'}",8,106,100,23,77,0.23,23,0
mildew.bif,35,0.15,28,105,"Y={'lai_3'}, X={'lai_1', 'temp_4', 'temp_1', 'temp_3'}",65,105,100,32,68,0.32,32,0
mildew.bif,35,0.15,29,97,"Y={'dm_4'}, X={'middel_1', 'dm_2'}; Y={'meldug_3'}, X={'lai_3', 'dm_4', 'foto_3'}; Y={'meldug_1'}, X={'lai_0', 'temp_1'}; Y={'mikro_3'}, X={'middel_3'}",95,97,100,28,72,0.28,28,0
mildew.bif,35,0.15,30,79,"Y={'mikro_1'}, X={'meldug_1'}",21,79,100,25,75,0.25,25,0
mildew.bif,35,0.15,31,76,"Y={'foto_1'}, X={'foto_4', 'dm_2'}; Y={'temp_1'}, X={'nedboer_1', 'dm_4', 'lai_2'}; Y={'dm_2'}, X={'straaling_2', 'foto_2'}",40,76,100,31,69,0.31,31,0
mildew.bif,35,0.15,32,91,"Y={'dm_4'}, X={'foto_3'}",91,91,100,29,71,0.29,29,0
mildew.bif,35,0.15,33,94,"Y={'nedboer_2'}, X={'temp_2', 'foto_1'}",5,94,100,26,74,0.26,26,0
mildew.bif,35,0.15,34,78,"Y={'mikro_3'}, X={'lai_2', 'middel_1', 'nedboer_3', 'temp_3', 'meldug_3'}; Y={'nedboer_1'}, X={'lai_1'}; Y={'temp_3'}, X={'nedboer_3', 'lai_3', 'dm_1', 'lai_4'}; Y={'mikro_1'}, X={'middel_1'}",39,78,100,26,74,0.26,26,0
mildew.bif,35,0.15,35,99,"Y={'dm_4'}, X={'lai_2', 'foto_3'}; Y={'foto_3'}, X={'meldug_3', 'mikro_1', 'dm_3'}",99,99,100,26,74,0.26,26,0
mildew.bif,35,0.15,36,102,"Y={'foto_2'}, X={'lai_3', 'dm_1', 'lai_4'}",60,102,100,30,70,0.3,30,0
mildew.bif,35,0.15,37,87,"Y={'mikro_3'}, X={'meldug_1', 'middel_3'}; Y={'dm_1'}, X={'nedboer_3', 'foto_1', 'temp_1'}; Y={'middel_3'}, X={'mikro_3', 'temp_4', 'foto_1'}",73,87,100,33,67,0.33,33,0
mildew.bif,35,0.15,38,96,"Y={'foto_4'}, X={'meldug_4', 'temp_3'}; Y={'nedboer_2'}, X={'meldug_3', 'temp_1'}; Y={'lai_4'}, X={'temp_4', 'dm_1', 'straaling_3', 'foto_3'}",87,96,100,25,75,0.25,25,0
mildew.bif,35,0.15,39,95,"Y={'lai_2'}, X={'lai_0', 'foto_3'}",44,95,100,27,73,0.27,27,0
mildew.bif,35,0.15,40,83,"Y={'dm_1'}, X={'dm_4', 'foto_3', 'straaling_1'}; Y={'lai_4'}, X={'meldug_1', 'mikro_3', 'foto_2'}; Y={'mikro_1'}, X={'lai_1', 'lai_0', 'foto_4'}",69,83,100,34,66,0.34,34,0
mildew.bif,35,0.15,41,100,"Y={'temp_3'}, X={'lai_3'}; Y={'straaling_4'}, X={'dm_3', 'dm_4', 'dm_1'}",12,100,100,24,76,0.24,24,0
mildew.bif,35,0.15,42,90,"Y={'meldug_1'}, X={'meldug_3', 'lai_1', 'udbytte'}; Y={'mikro_3'}, X={'meldug_1', 'foto_3'}; Y={'straaling_3'}, X={'lai_3', 'temp_4'}",75,90,100,29,71,0.29,29,0
mildew.bif,35,0.15,43,88,"Y={'dm_3'}, X={'udbytte'}; Y={'lai_3'}, X={'nedboer_3', 'foto_3'}",82,88,100,26,74,0.26,26,0
mildew.bif,35,0.15,44,89,"Y={'nedboer_2'}, X={'temp_2', 'lai_0', 'mikro_2', 'straaling_1'}; Y={'dm_1'}, X={'straaling_1'}",38,89,100,32,68,0.32,32,0
mildew.bif,35,0.15,45,107,"Y={'lai_4'}, X={'mikro_3', 'middel_3'}; Y={'dm_2'}, X={'lai_1', 'dm_4'}",96,107,100,31,69,0.31,31,0
mildew.bif,35,0.15,46,97,"Y={'lai_4'}, X={'nedboer_3', 'dm_4', 'mikro_2'}; Y={'temp_2'}, X={'straaling_2', 'temp_1'}",73,97,100,24,76,0.24,24,0
mildew.bif,35,0.15,47,90,"Y={'foto_2'}, X={'lai_1'}; Y={'temp_2'}, X={'lai_2', 'temp_4'}; Y={'foto_1'}, X={'lai_2', 'middel_2', 'temp_4', 'dm_3'}; Y={'lai_4'}, X={'meldug_3', 'temp_4'}",74,90,100,27,73,0.27,27,0
mildew.bif,35,0.15,48,103,"Y={'meldug_2'}, X={'nedboer_1'}; Y={'lai_3'}, X={'nedboer_3'}; Y={'lai_3'}, X={'foto_4'}",75,103,100,30,70,0.3,30,0
mildew.bif,35,0.15,49,86,"Y={'mikro_2'}, X={'lai_3', 'foto_2', 'foto_1'}; Y={'meldug_3'}, X={'middel_3', 'foto_4', 'temp_1'}",57,86,100,26,74,0.26,26,0
mildew.bif,35,0.25,0,169,"Y={'foto_3'}, X={'lai_4'}; Y={'temp_3'}, X={'lai_3', 'middel_3'}; Y={'lai_2'}, X={'dm_2', 'mikro_2'}",139,169,100,19,81,0.19,19,0
mildew.bif,35,0.25,1,141,"Y={'mikro_2'}, X={'meldug_4'}",76,141,100,23,77,0.23,23,0
mildew.bif,35,0.25,2,145,"Y={'meldug_3'}, X={'nedboer_2', 'meldug_4'}",87,145,100,28,72,0.28,28,0
mildew.bif,35,0.25,3,147,"Y={'straaling_1'}, X={'udbytte', 'temp_3', 'lai_3', 'foto_3', 'temp_1'}; Y={'foto_3'}, X={'lai_2', 'middel_1', 'middel_2'}",103,147,100,30,70,0.3,30,0
mildew.bif,35,0.25,4,158,"Y={'dm_3'}, X={'foto_4'}; Y={'meldug_1'}, X={'meldug_3', 'foto_1'}; Y={'foto_3'}, X={'meldug_3', 'mikro_3', 'lai_2', 'temp_1'}",148,158,100,27,73,0.27,27,0
mildew.bif,35,0.25,5,150,"Y={'meldug_4'}, X={'straaling_4', 'temp_3'}; Y={'dm_1'}, X={'lai_1'}",134,150,100,22,78,0.22,22,0
mildew.bif,35,0.25,6,166,"Y={'dm_3'}, X={'meldug_4', 'temp_3'}; Y={'lai_2'}, X={'straaling_4', 'foto_2', 'lai_4'}; Y={'meldug_4'}, X={'mikro_2'}",162,166,100,31,69,0.31,31,0
mildew.bif,35,0.25,7,183,"Y={'mikro_2'}, X={'mikro_1', 'lai_3', 'udbytte'}; Y={'dm_1'}, X={'foto_2'}",109,183,100,19,81,0.19,19,0
mildew.bif,35,0.25,8,141,"Y={'meldug_2'}, X={'mikro_1', 'middel_2', 'straaling_1'}; Y={'meldug_1'}, X={'lai_2', 'meldug_2'}",29,141,100,23,77,0.23,23,0
mildew.bif,35,0.25,9,168,"Y={'mikro_2'}, X={'middel_2'}",93,168,100,29,71,0.29,29,0
mildew.bif,35,0.25,10,137,"Y={'lai_3'}, X={'dm_3', 'lai_4'}; Y={'foto_2'}, X={'meldug_1', 'mikro_2', 'temp_1'}; Y={'temp_3'}, X={'lai_3', 'temp_1'}; Y={'lai_3'}, X={'foto_4', 'foto_2'}",99,137,100,27,73,0.27,27,0
mildew.bif,35,0.25,11,124,"Y={'dm_4'}, X={'lai_0', 'straaling_4'}; Y={'dm_3'}, X={'middel_1', 'lai_3', 'temp_1'}; Y={'mikro_2'}, X={'lai_3'}",124,124,100,32,68,0.32,32,0
mildew.bif,35,0.25,12,149,"Y={'meldug_2'}, X={'nedboer_1'}; Y={'lai_4'}, X={'straaling_4'}; Y={'straaling_3'}, X={'lai_3', 'straaling_1'}; Y={'meldug_3'}, X={'foto_3'}; Y={'temp_1'}, X={'nedboer_1', 'mikro_1'}",130,149,100,20,80,0.2,20,0
mildew.bif,35,0.25,13,136,"Y={'mikro_2'}, X={'lai_2', 'middel_2', 'mikro_3', 'temp_1'}; Y={'temp_3'}, X={'straaling_3', 'dm_2', 'foto_1'}",32,136,100,32,68,0.32,32,0
mildew.bif,35,0.25,14,133,"Y={'foto_3'}, X={'mikro_1', 'dm_4', 'meldug_4'}; Y={'meldug_2'}, X={'mikro_2'}",98,133,100,28,72,0.28,28,0
mildew.bif,35,0.25,15,153,"Y={'foto_3'}, X={'lai_4'}; Y={'foto_3'}, X={'dm_2'}; Y={'meldug_4'}, X={'lai_1', 'meldug_2', 'mikro_2'}",132,153,100,24,76,0.24,24,0
mildew.bif,35,0.25,16,128,"Y={'temp_2'}, X={'dm_2', 'foto_1'}; Y={'straaling_3'}, X={'dm_3', 'dm_4', 'dm_1', 'temp_3'}; Y={'temp_1'}, X={'lai_1'}",19,128,100,27,73,0.27,27,0
mildew.bif,35,0.25,17,146,"Y={'dm_2'}, X={'foto_3', 'foto_1'}",96,146,100,23,77,0.23,23,0
mildew.bif,35,0.25,18,142,"Y={'nedboer_2'}, X={'lai_2'}; Y={'udbytte'}, X={'dm_3'}",135,142,100,22,78,0.22,22,0
mildew.bif,35,0.25,19,157,"Y={'meldug_3'}, X={'lai_2'}; Y={'lai_4'}, X={'nedboer_3', 'dm_4', 'straaling_3'}; Y={'dm_2'}, X={'temp_2', 'foto_4', 'temp_3'}; Y={'foto_1'}, X={'dm_2', 'temp_1'}",148,157,100,25,75,0.25,25,0
mildew.bif,35,0.25,20,163,"Y={'foto_3'}, X={'dm_2'}; Y={'lai_3'}, X={'mikro_1', 'straaling_3'}",124,163,100,20,80,0.2,20,0
mildew.bif,35,0.25,21,138,"Y={'dm_2'}, X={'middel_2', 'foto_3'}",96,138,100,16,84,0.16,16,0
mildew.bif,35,0.25,22,131,"Y={'dm_3'}, X={'dm_1', 'foto_1'}; Y={'straaling_1'}, X={'dm_1'}; Y={'dm_3'}, X={'udbytte'}",122,131,100,26,74,0.26,26,0
mildew.bif,35,0.25,23,155,"Y={'lai_4'}, X={'straaling_4'}; Y={'lai_0'}, X={'lai_2', 'straaling_1'}; Y={'temp_1'}, X={'straaling_2', 'lai_1', 'nedboer_2'}",130,155,100,29,71,0.29,29,0
mildew.bif,35,0.25,24,165,"Y={'straaling_2'}, X={'lai_2', 'meldug_4'}; Y={'dm_2'}, X={'foto_1'}",105,165,100,15,85,0.15,15,0
mildew.bif,35,0.25,25,159,"Y={'meldug_3'}, X={'mikro_2', 'lai_4'}; Y={'dm_2'}, X={'meldug_1', 'foto_3'}; Y={'temp_2'}, X={'meldug_3'}",120,159,100,27,73,0.27,27,0
mildew.bif,35,0.25,26,155,"Y={'meldug_3'}, X={'temp_2', 'middel_1'}; Y={'mikro_2'}, X={'nedboer_1', 'lai_3', 'mikro_3'}",102,155,100,27,73,0.27,27,0
mildew.bif,35,0.25,27,154,"Y={'foto_3'}, X={'lai_3', 'dm_2'}; Y={'meldug_3'}, X={'meldug_1'}",112,154,100,23,77,0.23,23,0
mildew.bif,35,0.25,28,162,"Y={'meldug_3'}, X={'lai_4', 'straaling_1'}; Y={'temp_2'}, X={'straaling_2', 'foto_4'}; Y={'straaling_3'}, X={'nedboer_1', 'dm_3', 'meldug_1', 'temp_3'}",109,162,100,16,84,0.16,16,0
mildew.bif,35,0.25,29,156,"Y={'mikro_2'}, X={'lai_1', 'foto_4'}; Y={'dm_3'}, X={'temp_2', 'udbytte', 'straaling_1'}",137,156,100,24,76,0.24,24,0
mildew.bif,35,0.25,30,151,"Y={'meldug_2'}, X={'temp_1'}; Y={'temp_4'}, X={'foto_2', 'lai_4'}; Y={'meldug_3'}, X={'nedboer_2'}",87,151,100,24,76,0.24,24,0
mildew.bif,35,0.25,31,138,"Y={'mikro_2'}, X={'middel_2', 'temp_3'}",82,138,100,23,77,0.23,23,0
mildew.bif,35,0.25,32,148,"Y={'foto_1'}, X={'temp_2', 'meldug_1', 'straaling_4'}",48,148,100,26,74,0.26,26,0
mildew.bif,35,0.25,33,154,"Y={'nedboer_1'}, X={'lai_1'}; Y={'mikro_2'}, X={'middel_1', 'lai_3', 'dm_4'}; Y={'mikro_2'}, X={'lai_3'}",78,154,100,22,78,0.22,22,0
mildew.bif,35,0.25,34,154,"Y={'lai_0'}, X={'meldug_1'}; Y={'temp_1'}, X={'nedboer_2', 'meldug_2'}; Y={'lai_0'}, X={'mikro_1', 'straaling_4', 'temp_2'}",25,154,100,20,80,0.2,20,0
mildew.bif,35,0.25,35,156,"Y={'foto_3'}, X={'dm_2', 'foto_2'}; Y={'foto_3'}, X={'lai_3', 'middel_2', 'lai_4'}; Y={'temp_1'}, X={'lai_0', 'dm_1'}",121,156,100,23,77,0.23,23,0
mildew.bif,35,0.25,36,144,"Y={'dm_2'}, X={'foto_3', 'lai_4'}",109,144,100,23,77,0.23,23,0
mildew.bif,35,0.25,37,154,"Y={'temp_3'}, X={'temp_2', 'nedboer_3'}; Y={'nedboer_2'}, X={'meldug_3', 'lai_4'}",17,154,100,27,73,0.27,27,0
mildew.bif,35,0.25,38,182,"Y={'temp_4'}, X={'lai_4', 'straaling_1'}",7,182,100,17,83,0.17,17,0
mildew.bif,35,0.25,39,155,"Y={'temp_1'}, X={'nedboer_1', 'foto_4', 'nedboer_2', 'udbytte'}",7,155,100,21,79,0.21,21,0
mildew.bif,35,0.25,40,139,"Y={'middel_3'}, X={'mikro_3'}",12,139,100,34,66,0.34,34,0
mildew.bif,35,0.25,41,158,"Y={'dm_1'}, X={'lai_1'}; Y={'temp_3'}, X={'dm_3', 'foto_4', 'straaling_1'}",48,158,100,26,74,0.26,26,0
mildew.bif,35,0.25,42,172,"Y={'meldug_3'}, X={'middel_1', 'mikro_3', 'temp_3'}; Y={'straaling_4'}, X={'temp_4', 'foto_1'}",109,172,100,20,80,0.2,20,0
mildew.bif,35,0.25,43,156,"Y={'mikro_2'}, X={'meldug_2', 'foto_2'}; Y={'lai_0'}, X={'straaling_1', 'foto_1'}",67,156,100,25,75,0.25,25,0
mildew.bif,35,0.25,44,141,"Y={'dm_4'}, X={'straaling_4'}",141,141,100,26,74,0.26,26,0
mildew.bif,35,0.25,45,166,"Y={'temp_3'}, X={'nedboer_3', 'foto_1'}; Y={'temp_1'}, X={'nedboer_1', 'meldug_2'}; Y={'temp_4'}, X={'mikro_1', 'straaling_4'}",21,166,100,25,75,0.25,25,0
mildew.bif,35,0.25,46,139,"Y={'temp_1'}, X={'lai_3', 'straaling_1'}; Y={'lai_3'}, X={'middel_2', 'straaling_3'}",83,139,100,26,74,0.26,26,0
mildew.bif,35,0.25,47,142,"Y={'meldug_3'}, X={'meldug_1', 'straaling_4', 'foto_1'}; Y={'foto_3'}, X={'mikro_1', 'mikro_3', 'straaling_1'}",113,142,100,25,75,0.25,25,0
mildew.bif,35,0.25,48,166,"Y={'meldug_1'}, X={'mikro_1', 'dm_2'}; Y={'middel_1'}, X={'lai_2', 'foto_2', 'lai_4'}",21,166,100,24,76,0.24,24,0
mildew.bif,35,0.25,49,154,"Y={'meldug_2'}, X={'nedboer_1', 'straaling_3', 'foto_1'}; Y={'temp_2'}, X={'meldug_3', 'straaling_3', 'dm_2'}",64,154,100,21,79,0.21,21,0
mildew.bif,35,0.35,0,210,"Y={'meldug_3'}, X={'temp_2', 'dm_4', 'meldug_2'}",85,210,100,20,80,0.2,20,0
mildew.bif,35,0.35,1,212,"Y={'middel_2'}, X={'meldug_2'}; Y={'lai_3'}, X={'foto_2'}",148,212,100,20,80,0.2,20,0
mildew.bif,35,0.35,2,184,"Y={'nedboer_3'}, X={'mikro_1', 'meldug_4'}; Y={'meldug_4'}, X={'meldug_2'}",130,184,100,21,79,0.21,21,0
mildew.bif,35,0.35,3,222,"Y={'temp_1'}, X={'lai_1', 'dm_2', 'lai_4'}",12,222,100,24,76,0.24,24,0
mildew.bif,35,0.35,4,197,"Y={'straaling_4'}, X={'temp_4'}; Y={'straaling_1'}, X={'lai_1', 'foto_4', 'foto_3'}",27,197,100,19,81,0.19,19,0
mildew.bif,35,0.35,5,200,"Y={'temp_3'}, X={'dm_3', 'meldug_1'}; Y={'mikro_3'}, X={'dm_3', 'middel_3'}",153,200,100,18,82,0.18,18,0
mildew.bif,35,0.35,6,224,"Y={'dm_2'}, X={'meldug_2', 'dm_4', 'temp_4'}; Y={'lai_2'}, X={'mikro_1', 'foto_1'}; Y={'middel_2'}, X={'foto_3', 'mikro_2', 'temp_1'}",148,224,100,24,76,0.24,24,0
mildew.bif,35,0.35,7,196,"Y={'lai_2'}, X={'mikro_1'}; Y={'middel_1'}, X={'mikro_1', 'nedboer_3', 'mikro_2'}",50,196,100,20,80,0.2,20,0
mildew.bif,35,0.35,8,208,"Y={'meldug_1'}, X={'meldug_3'}; Y={'lai_1'}, X={'middel_2', 'temp_4', 'temp_1'}",37,208,100,23,77,0.23,23,0
mildew.bif,35,0.35,9,223,"Y={'meldug_2'}, X={'straaling_2', 'lai_0', 'lai_3', 'temp_1'}; Y={'temp_1'}, X={'lai_1', 'straaling_1'}; Y={'meldug_3'}, X={'temp_2'}",139,223,100,20,80,0.2,20,0
mildew.bif,35,0.35,10,209,"Y={'dm_1'}, X={'temp_2', 'dm_3', 'foto_3', 'mikro_2'}; Y={'straaling_3'}, X={'meldug_1', 'temp_3'}",88,209,100,24,76,0.24,24,0
mildew.bif,35,0.35,11,224,"Y={'lai_2'}, X={'nedboer_2', 'mikro_3'}; Y={'foto_1'}, X={'mikro_1', 'dm_2', 'lai_4'}",123,224,100,23,77,0.23,23,0
mildew.bif,35,0.35,12,195,"Y={'straaling_3'}, X={'nedboer_1', 'dm_3'}",10,195,100,22,78,0.22,22,0
mildew.bif,35,0.35,13,185,"Y={'meldug_4'}, X={'meldug_1', 'meldug_2'}",109,185,100,17,83,0.17,17,0
mildew.bif,35,0.35,14,210,"Y={'mikro_3'}, X={'foto_3'}; Y={'lai_2'}, X={'temp_2', 'foto_1'}; Y={'dm_4'}, X={'lai_1', 'meldug_2', 'lai_4'}; Y={'dm_1'}, X={'dm_3'}",209,210,100,23,77,0.23,23,0
mildew.bif,35,0.35,15,225,"Y={'nedboer_3'}, X={'straaling_3', 'temp_3'}",12,225,100,26,74,0.26,26,0
mildew.bif,35,0.35,16,211,"Y={'foto_4'}, X={'meldug_4'}; Y={'foto_2'}, X={'dm_1', 'lai_4'}",179,211,100,24,76,0.24,24,0
mildew.bif,35,0.35,17,222,"Y={'dm_3'}, X={'foto_4'}; Y={'lai_2'}, X={'straaling_2'}; Y={'mikro_3'}, X={'mikro_1', 'foto_3'}; Y={'lai_2'}, X={'meldug_3', 'mikro_3', 'dm_2'}",207,222,100,18,82,0.18,18,0
mildew.bif,35,0.35,18,209,"Y={'dm_4'}, X={'straaling_4'}",208,209,100,16,84,0.16,16,0
mildew.bif,35,0.35,19,218,"Y={'nedboer_2'}, X={'temp_2', 'middel_3'}; Y={'lai_2'}, X={'meldug_3', 'middel_3'}; Y={'meldug_1'}, X={'mikro_1', 'dm_1', 'dm_2'}",108,218,100,18,82,0.18,18,0
mildew.bif,35,0.35,20,224,"Y={'mikro_1'}, X={'meldug_4', 'middel_2', 'temp_1', 'foto_1'}",69,224,100,19,81,0.19,19,0
mildew.bif,35,0.35,21,189,"Y={'lai_2'}, X={'nedboer_2'}; Y={'straaling_3'}, X={'dm_3'}",95,189,100,28,72,0.28,28,0
mildew.bif,35,0.35,22,197,"Y={'temp_3'}, X={'dm_3', 'middel_3', 'middel_2', 'temp_1'}; Y={'lai_1'}, X={'mikro_2', 'temp_1'}; Y={'dm_3'}, X={'temp_4', 'foto_2'}; Y={'foto_4'}, X={'nedboer_1', 'dm_3'}",196,197,100,23,77,0.23,23,0
mildew.bif,35,0.35,23,198,"Y={'lai_2'}, X={'nedboer_2'}; Y={'nedboer_2'}, X={'lai_2', 'temp_2', 'dm_1'}; Y={'meldug_1'}, X={'lai_2', 'nedboer_1', 'nedboer_2'}",100,198,100,24,76,0.24,24,0
mildew.bif,35,0.35,24,198,"Y={'meldug_2'}, X={'nedboer_3', 'middel_2', 'foto_4'}; Y={'dm_2'}, X={'lai_0', 'dm_4'}; Y={'foto_4'}, X={'dm_3', 'straaling_3'}",195,198,100,21,79,0.21,21,0
mildew.bif,35,0.35,25,200,"Y={'meldug_1'}, X={'meldug_3'}",10,200,100,28,72,0.28,28,0
mildew.bif,35,0.35,26,206,"Y={'foto_4'}, X={'lai_3'}; Y={'foto_2'}, X={'mikro_2'}; Y={'lai_2'}, X={'straaling_2', 'middel_2', 'lai_4'}",191,206,100,27,73,0.27,27,0
mildew.bif,35,0.35,27,238,"Y={'middel_3'}, X={'meldug_3'}; Y={'mikro_1'}, X={'lai_0'}; Y={'temp_2'}, X={'meldug_3'}; Y={'mikro_2'}, X={'meldug_3', 'dm_1', 'mikro_3', 'meldug_2'}",134,238,100,27,73,0.27,27,0
mildew.bif,35,0.35,28,205,"Y={'temp_1'}, X={'lai_3', 'meldug_2', 'mikro_2'}; Y={'lai_4'}, X={'mikro_3'}; Y={'mikro_2'}, X={'middel_2'}",157,205,100,23,77,0.23,23,0
mildew.bif,35,0.35,29,185,"Y={'lai_3'}, X={'dm_3', 'dm_4'}",128,185,100,23,77,0.23,23,0
mildew.bif,35,0.35,30,223,"Y={'foto_3'}, X={'lai_2'}; Y={'dm_1'}, X={'foto_4', 'straaling_1'}; Y={'foto_3'}, X={'lai_4'}",189,223,100,30,70,0.3,30,0
mildew.bif,35,0.35,31,205,"Y={'lai_3'}, X={'meldug_4'}; Y={'mikro_3'}, X={'meldug_3', 'lai_1', 'nedboer_3'}; Y={'middel_2'}, X={'lai_3', 'foto_3'}",158,205,100,20,80,0.2,20,0
mildew.bif,35,0.35,32,208,"Y={'temp_1'}, X={'lai_1', 'lai_0', 'straaling_1'}; Y={'meldug_3'}, X={'mikro_3', 'temp_3'}; Y={'meldug_3'}, X={'lai_0', 'meldug_1', 'middel_2'}; Y={'meldug_1'}, X={'meldug_3', 'mikro_3'}",145,208,100,15,85,0.15,15,0
mildew.bif,35,0.35,33,201,"Y={'lai_2'}, X={'nedboer_1', 'foto_3'}",73,201,100,22,78,0.22,22,0
