graph,n_vars,p_conf,sim,n_confounders,query,n_R_theta,n_R_theta_star,n_experiments,n_useless,n_useful,fraction_pruned,id_pruned,blocked_pruned
alarm.bif,37,0.35,16,228,"Y={'HRBP'}, X={'HREKG'}; Y={'TPR'}, X={'HR'}; Y={'PRESS'}, X={'CATECHOL', 'DISCONNECT'}",194,228,100,27,73,0.27,27,0
alarm.bif,37,0.35,17,250,"Y={'VENTALV'}, X={'SAO2'}",96,250,100,37,63,0.37,37,0
alarm.bif,37,0.35,18,229,"Y={'PULMEMBOLUS'}, X={'FIO2', 'INTUBATION'}",20,229,100,36,64,0.36,36,0
alarm.bif,37,0.35,19,237,"Y={'BP'}, X={'STROKEVOLUME', 'ERRLOWOUTPUT'}; Y={'ERRLOWOUTPUT'}, X={'HR'}; Y={'SAO2'}, X={'HISTORY', 'VENTALV'}",199,237,100,27,73,0.27,27,0
alarm.bif,37,0.35,20,266,"Y={'KINKEDTUBE'}, X={'TPR', 'VENTTUBE', 'HRBP', 'CVP'}; Y={'KINKEDTUBE'}, X={'STROKEVOLUME', 'VENTTUBE', 'VENTALV'}; Y={'HREKG'}, X={'HRBP', 'PRESS'}",223,266,100,34,66,0.34,34,0
alarm.bif,37,0.35,21,236,"Y={'INTUBATION'}, X={'PULMEMBOLUS'}",10,236,100,36,64,0.36,36,0
alarm.bif,37,0.35,22,213,"Y={'CATECHOL'}, X={'PVSAT'}; Y={'INTUBATION'}, X={'ARTCO2'}",148,213,100,28,72,0.28,28,0
alarm.bif,37,0.35,23,237,"Y={'VENTALV'}, X={'FIO2'}; Y={'MINVOL'}, X={'VENTALV'}; Y={'CO'}, X={'HRBP', 'HREKG'}",208,237,100,32,68,0.32,32,0
alarm.bif,37,0.35,24,245,"Y={'PRESS'}, X={'DISCONNECT'}",79,245,100,25,75,0.25,25,0
alarm.bif,37,0.35,25,238,"Y={'PRESS'}, X={'VENTMACH'}; Y={'PVSAT'}, X={'STROKEVOLUME', 'ANAPHYLAXIS', 'ARTCO2'}",119,238,100,34,66,0.34,34,0
alarm.bif,37,0.35,26,224,"Y={'VENTALV'}, X={'FIO2'}; Y={'PULMEMBOLUS'}, X={'MINVOL', 'FIO2', 'SAO2'}",84,224,100,32,68,0.32,32,0
alarm.bif,37,0.35,27,243,"Y={'TPR'}, X={'LVFAILURE', 'SAO2'}; Y={'SHUNT'}, X={'PRESS'}",70,243,100,34,66,0.34,34,0
alarm.bif,37,0.35,28,225,"Y={'PULMEMBOLUS'}, X={'SAO2'}; Y={'EXPCO2'}, X={'PULMEMBOLUS', 'ANAPHYLAXIS', 'INTUBATION', 'VENTALV'}; Y={'HR'}, X={'PCWP', 'ERRCAUTER'}",176,225,100,35,65,0.35,35,0
alarm.bif,37,0.35,29,246,"Y={'CATECHOL'}, X={'PVSAT'}; Y={'KINKEDTUBE'}, X={'MINVOLSET', 'HRBP', 'MINVOL'}",157,246,100,33,67,0.33,33,0
alarm.bif,37,0.35,30,228,"Y={'TPR'}, X={'SAO2'}; Y={'HYPOVOLEMIA'}, X={'STROKEVOLUME', 'VENTTUBE', 'CVP'}; Y={'ARTCO2'}, X={'INSUFFANESTH', 'SHUNT', 'INTUBATION'}",119,228,100,29,71,0.29,29,0
alarm.bif,37,0.35,31,236,"Y={'HYPOVOLEMIA'}, X={'CO'}; Y={'INTUBATION'}, X={'PULMEMBOLUS'}; Y={'PULMEMBOLUS'}, X={'INTUBATION', 'CVP'}",33,236,100,35,65,0.35,35,0
alarm.bif,37,0.35,32,248,"Y={'HRSAT'}, X={'TPR', 'CO', 'VENTLUNG'}",140,248,100,33,67,0.33,33,0
alarm.bif,37,0.35,33,206,"Y={'CO'}, X={'PULMEMBOLUS', 'TPR'}",163,206,100,37,63,0.37,37,0
alarm.bif,37,0.35,34,233,"Y={'HRBP'}, X={'HREKG', 'ERRCAUTER'}; Y={'PCWP'}, X={'LVFAILURE', 'FIO2'}",208,233,100,25,75,0.25,25,0
alarm.bif,37,0.35,35,238,"Y={'CATECHOL'}, X={'HRSAT', 'ANAPHYLAXIS', 'PVSAT'}; Y={'INTUBATION'}, X={'KINKEDTUBE', 'PULMEMBOLUS', 'VENTALV'}",157,238,100,31,69,0.31,31,0
alarm.bif,37,0.35,36,235,"Y={'VENTMACH'}, X={'ARTCO2', 'PRESS', 'CVP'}",23,235,100,26,74,0.26,26,0
alarm.bif,37,0.35,37,240,"Y={'VENTTUBE'}, X={'MINVOLSET', 'ERRCAUTER'}",31,240,100,44,56,0.44,44,0
alarm.bif,37,0.35,38,231,"Y={'ARTCO2'}, X={'BP', 'TPR'}; Y={'SAO2'}, X={'HRSAT', 'INTUBATION'}",139,231,100,30,70,0.3,30,0
alarm.bif,37,0.35,39,259,"Y={'PCWP'}, X={'LVFAILURE', 'VENTTUBE'}; Y={'CO'}, X={'TPR'}; Y={'VENTTUBE'}, X={'HR', 'PAP', 'VENTALV'}",226,259,100,26,74,0.26,26,0
alarm.bif,37,0.35,40,247,"Y={'STROKEVOLUME'}, X={'HYPOVOLEMIA', 'LVEDVOLUME'}; Y={'BP'}, X={'ARTCO2', 'HR', 'HISTORY'}",85,247,100,29,71,0.29,29,0
alarm.bif,37,0.35,41,247,"Y={'FIO2'}, X={'ERRCAUTER', 'HRBP', 'SAO2'}; Y={'PRESS'}, X={'SHUNT', 'ANAPHYLAXIS', 'MINVOLSET'}",76,247,100,33,67,0.33,33,0
alarm.bif,37,0.35,42,221,"Y={'BP'}, X={'STROKEVOLUME'}",178,221,100,26,74,0.26,26,0
alarm.bif,37,0.35,43,232,"Y={'HR'}, X={'FIO2', 'BP'}; Y={'CVP'}, X={'TPR', 'PCWP'}; Y={'VENTTUBE'}, X={'MINVOL'}",201,232,100,31,69,0.31,31,0
alarm.bif,37,0.35,44,231,"Y={'INSUFFANESTH'}, X={'HR', 'PCWP', 'HREKG'}",13,231,100,35,65,0.35,35,0
alarm.bif,37,0.35,45,253,"Y={'SAO2'}, X={'PCWP', 'TPR', 'VENTLUNG'}; Y={'VENTTUBE'}, X={'INTUBATION', 'ERRCAUTER'}",134,253,100,25,75,0.25,25,0
alarm.bif,37,0.35,46,224,"Y={'INTUBATION'}, X={'PVSAT', 'LVEDVOLUME'}; Y={'EXPCO2'}, X={'PULMEMBOLUS', 'VENTTUBE', 'VENTLUNG'}",40,224,100,30,70,0.3,30,0
alarm.bif,37,0.35,47,243,"Y={'INTUBATION'}, X={'HR', 'ERRLOWOUTPUT', 'PVSAT'}",18,243,100,39,61,0.39,39,0
alarm.bif,37,0.35,48,231,"Y={'BP'}, X={'STROKEVOLUME'}; Y={'KINKEDTUBE'}, X={'VENTALV'}; Y={'HISTORY'}, X={'LVEDVOLUME'}",199,231,100,22,78,0.22,22,0
alarm.bif,37,0.35,49,243,"Y={'CO'}, X={'LVFAILURE', 'VENTLUNG'}; Y={'SAO2'}, X={'VENTALV'}",162,243,100,32,68,0.32,32,0
barley.bif,48,0.05,0,57,"Y={'dgv5980'}, X={'jordtype'}; Y={'spndx'}, X={'aar_mod', 'bgbyg'}",55,57,100,41,59,0.41,41,0
barley.bif,48,0.05,1,61,"Y={'s2528'}, X={'ntilg', 'srtsize', 'srtprot'}; Y={'aar_mod'}, X={'udb', 'ksort', 'nmin'}",42,61,100,41,59,0.41,41,0
barley.bif,48,0.05,2,56,"Y={'ntilg'}, X={'udb'}; Y={'ngodnt'}, X={'ngodn', 'aar_mod'}; Y={'potnmin'}, X={'exptgens', 'jordn'}",37,54,100,44,56,0.44,44,0
barley.bif,48,0.05,3,61,"Y={'udb'}, X={'srtprot', 'jordtype', 'dgv1059', 'nedbarea'}; Y={'exptgens'}, X={'aar_mod'}",58,61,100,35,65,0.35,35,0
barley.bif,48,0.05,4,70,"Y={'nmin'}, X={'nprot'}; Y={'antplnt'}, X={'keraks', 'aks_vgt'}; Y={'saakern'}, X={'s2225', 'markgrm'}",37,68,100,28,72,0.28,28,0
barley.bif,48,0.05,5,42,"Y={'jordn'}, X={'komm'}; Y={'ntilg'}, X={'ngodnn', 'dgv5980'}",30,41,100,55,45,0.55,55,0
barley.bif,48,0.05,6,54,"Y={'exptgens'}, X={'potnmin'}",4,54,100,48,52,0.48,48,0
barley.bif,48,0.05,7,57,"Y={'spndx'}, X={'mod_nmin', 'tkv'}; Y={'jordn'}, X={'aks_m2', 'ntilg'}; Y={'udb'}, X={'s2225'}; Y={'dgv1059'}, X={'saamng', 'forfrugt', 's2528'}",54,57,100,46,54,0.46,46,0
barley.bif,48,0.05,8,62,"Y={'slt22'}, X={'s2528', 'ngodnn', 'nopt'}",57,62,100,35,65,0.35,35,0
barley.bif,48,0.05,9,56,"Y={'antplnt'}, X={'saamng', 'potnmin'}; Y={'keraks'}, X={'forfrugt', 'sorttkv'}",45,56,100,45,55,0.45,45,0
barley.bif,48,0.05,10,60,"Y={'aar_mod'}, X={'s2528', 'ngodnn'}; Y={'markgrm'}, X={'saakern', 'ntilg'}; Y={'ksort'}, X={'srtprot'}",56,60,100,48,52,0.48,48,0
barley.bif,48,0.05,11,57,"Y={'slt22'}, X={'forfrugt', 's2528'}; Y={'s2225'}, X={'sort', 'spndx'}",53,57,100,26,74,0.26,26,0
barley.bif,48,0.05,12,62,"Y={'jordtype'}, X={'keraks', 'mod_nmin', 'aar_mod', 'komm'}",3,62,100,46,54,0.46,46,0
barley.bif,48,0.05,13,48,"Y={'antplnt'}, X={'aks_vgt', 'ntilg'}; Y={'dgv1059'}, X={'s2528'}; Y={'tkv'}, X={'partigerm', 'ksort'}",46,48,100,50,50,0.5,50,0
barley.bif,48,0.05,14,64,"Y={'potnmin'}, X={'mod_nmin', 'forfrugt', 'dg25', 'rokap'}; Y={'dgv5980'}, X={'udb'}; Y={'ksort'}, X={'jordn', 's2528', 'nmin'}",60,64,100,45,55,0.45,45,0
barley.bif,48,0.05,15,50,"Y={'ksort'}, X={'sort', 'sorttkv'}; Y={'aks_m2'}, X={'s2225'}",49,50,100,44,56,0.44,44,0
barley.bif,48,0.05,16,54,"Y={'ngodnn'}, X={'ngtilg'}; Y={'exptgens'}, X={'jordn', 'ngtilg', 'potnmin'}",25,53,100,36,64,0.36,36,0
barley.bif,48,0.05,17,41,"Y={'antplnt'}, X={'udb', 'forfrugt', 'bgbyg', 'jordtype'}",17,40,100,53,47,0.53,53,0
barley.bif,48,0.05,18,60,"Y={'udb'}, X={'dg25', 'antplnt'}; Y={'tkv'}, X={'udb'}; Y={'keraks'}, X={'saamng', 'protein'}",57,60,100,39,61,0.39,39,0
barley.bif,48,0.05,19,40,"Y={'jordn'}, X={'keraks', 'nprot', 'nopt'}; Y={'aar_mod'}, X={'nedbarea'}; Y={'keraks'}, X={'aks_vgt', 'srtsize', 'nopt'}",40,40,100,54,46,0.54,54,0
barley.bif,48,0.05,20,69,"Y={'aks_vgt'}, X={'exptgens', 'ngodn', 'dgv1059', 'sorttkv'}; Y={'ngtilg'}, X={'ngodnt', 'jordn', 'markgrm', 'nplac'}",61,69,100,33,67,0.33,33,0
barley.bif,48,0.05,21,69,"Y={'s2528'}, X={'s2225', 'tkv'}",69,69,100,39,61,0.39,39,0
barley.bif,48,0.05,22,58,"Y={'rokap'}, X={'protein', 'sorttkv', 'tkvs', 'frspdag'}; Y={'s2528'}, X={'s2225', 'spndx'}; Y={'s2225'}, X={'aks_m2'}",56,58,100,48,52,0.48,48,0
barley.bif,48,0.05,23,70,"Y={'srtsize'}, X={'spndx'}",5,70,100,31,69,0.31,31,0
barley.bif,48,0.05,24,61,"Y={'s2528'}, X={'s2225', 'udb', 'aks_vgt', 'frspdag'}; Y={'saatid'}, X={'ngtilg'}; Y={'aks_vgt'}, X={'jordn', 'ntilg', 'nopt'}",59,61,100,41,59,0.41,41,0
barley.bif,48,0.05,25,51,"Y={'spndx'}, X={'keraks'}",48,51,100,35,65,0.35,35,0
barley.bif,48,0.05,26,48,"Y={'saatid'}, X={'nprot', 'bgbyg'}",2,47,100,45,55,0.45,45,0
barley.bif,48,0.05,27,53,"Y={'slt22'}, X={'s2225', 'keraks'}",50,53,100,38,62,0.38,38,0
barley.bif,48,0.05,28,53,"Y={'sort'}, X={'ngodn', 's2528'}",4,53,100,46,54,0.46,46,0
barley.bif,48,0.05,29,69,"Y={'nedbarea'}, X={'mod_nmin', 'ntilg'}; Y={'bgbyg'}, X={'aks_vgt', 'nmin'}",21,69,100,36,64,0.36,36,0
barley.bif,48,0.05,30,50,"Y={'ngodnn'}, X={'potnmin'}; Y={'dgv1059'}, X={'srtsize', 'dgv5980'}",20,50,100,40,60,0.4,40,0
barley.bif,48,0.05,31,55,"Y={'saatid'}, X={'keraks', 'udb', 'nplac'}; Y={'antplnt'}, X={'ntilg', 'nopt'}; Y={'nmin'}, X={'aar_mod', 'dgv1059'}",27,55,100,38,62,0.38,38,0
barley.bif,48,0.05,32,59,"Y={'ngodn'}, X={'dg25'}; Y={'protein'}, X={'bgbyg'}",59,59,100,33,67,0.33,33,0
barley.bif,48,0.05,33,54,"Y={'aks_m2'}, X={'exptgens', 's2528', 'antplnt'}; Y={'jordn'}, X={'protein'}",36,54,100,54,46,0.54,54,0
barley.bif,48,0.05,34,49,"Y={'ntilg'}, X={'saakern', 'potnmin'}; Y={'dgv1059'}, X={'dgv5980'}",32,49,100,54,46,0.54,54,0
barley.bif,48,0.05,35,63,"Y={'antplnt'}, X={'udb'}",18,63,100,43,57,0.43,43,0
barley.bif,48,0.05,36,58,"Y={'bgbyg'}, X={'nopt', 'spndx'}",14,58,100,43,57,0.43,43,0
barley.bif,48,0.05,37,61,"Y={'sort'}, X={'saatid', 'partigerm', 'ksort'}; Y={'dgv5980'}, X={'udb'}; Y={'s2528'}, X={'aks_m2'}",49,61,100,32,68,0.32,32,0
barley.bif,48,0.05,38,48,"Y={'potnmin'}, X={'exptgens', 'saamng', 'sorttkv'}",5,47,100,52,48,0.52,52,0
barley.bif,48,0.05,39,60,"Y={'saamng'}, X={'antplnt'}; Y={'potnmin'}, X={'ngodnt', 'nopt'}; Y={'frspdag'}, X={'dgv1059'}; Y={'komm'}, X={'jordn', 'nedbarea'}",13,60,100,50,50,0.5,50,0
barley.bif,48,0.05,40,70,"Y={'slt22'}, X={'udb', 'ntilg', 'nplac'}; Y={'protein'}, X={'aks_vgt', 'jordinf', 's2528', 'spndx'}; Y={'ngtilg'}, X={'spndx'}",68,70,100,27,73,0.27,27,0
barley.bif,48,0.05,41,66,"Y={'frspdag'}, X={'markgrm', 'sorttkv'}; Y={'srtsize'}, X={'forfrugt', 'protein'}",9,66,100,32,68,0.32,32,0
barley.bif,48,0.05,42,67,"Y={'jordn'}, X={'mod_nmin', 'nedbarea'}",12,67,100,38,62,0.38,38,0
barley.bif,48,0.05,43,53,"Y={'ngodn'}, X={'ntilg', 'dgv1059'}",26,53,100,49,51,0.49,49,0
barley.bif,48,0.05,44,46,"Y={'srtsize'}, X={'dgv1059', 'spndx'}",2,43,100,52,48,0.52,52,0
barley.bif,48,0.05,45,57,"Y={'ngtilg'}, X={'keraks', 'dg25'}; Y={'s2528'}, X={'dgv1059'}",55,57,100,46,54,0.46,46,0
barley.bif,48,0.05,46,46,"Y={'saatid'}, X={'bgbyg'}; Y={'ngtilg'}, X={'nprot', 'bgbyg', 'rokap'}",27,45,100,52,48,0.52,52,0
barley.bif,48,0.05,47,46,"Y={'komm'}, X={'s2225', 'mod_nmin', 'antplnt', 'tkvs'}",2,45,100,48,52,0.48,48,0
barley.bif,48,0.05,48,63,"Y={'forfrugt'}, X={'ngodn', 'tkvs'}; Y={'ngodn'}, X={'keraks', 'nopt', 'nplac'}; Y={'sorttkv'}, X={'dgv1059', 'potnmin', 'tkvs'}",44,63,100,43,57,0.43,43,0
barley.bif,48,0.05,49,59,"Y={'ngtilg'}, X={'jordn'}; Y={'dgv1059'}, X={'forfrugt', 'tkv', 'aks_vgt'}; Y={'keraks'}, X={'udb', 'ngodnt'}",53,59,100,34,66,0.34,34,0
barley.bif,48,0.15,0,151,"Y={'keraks'}, X={'aks_vgt', 'bgbyg'}",142,151,100,27,73,0.27,27,0
barley.bif,48,0.15,1,159,"Y={'rokap'}, X={'protein', 'sorttkv', 'nmin', 'antplnt'}",10,159,100,21,79,0.21,21,0
barley.bif,48,0.15,2,178,"Y={'s2225'}, X={'keraks', 'sort', 'nmin'}",166,178,100,23,77,0.23,23,0
barley.bif,48,0.15,3,159,"Y={'ntilg'}, X={'aar_mod', 'tkvs'}",89,159,100,28,72,0.28,28,0
barley.bif,48,0.15,4,156,"Y={'sort'}, X={'pesticid', 'ksort'}; Y={'tkv'}, X={'s2225', 'jordtype', 'slt22'}",137,156,100,28,72,0.28,28,0
barley.bif,48,0.15,5,186,"Y={'komm'}, X={'jordtype', 'potnmin'}; Y={'protein'}, X={'sort', 'ntilg', 'srtsize', 'dgv5980'}",173,186,100,33,67,0.33,33,0
barley.bif,48,0.15,6,182,"Y={'ksort'}, X={'udb'}; Y={'nplac'}, X={'ntilg'}",175,182,100,27,73,0.27,27,0
barley.bif,48,0.15,7,163,"Y={'aar_mod'}, X={'ngodn', 'sort', 'potnmin'}; Y={'jordtype'}, X={'dgv1059'}",21,163,100,26,74,0.26,26,0
barley.bif,48,0.15,8,177,"Y={'ntilg'}, X={'jordinf', 'srtprot', 'potnmin'}; Y={'slt22'}, X={'tkv', 'partigerm'}",167,177,100,26,74,0.26,26,0
barley.bif,48,0.15,9,168,"Y={'jordn'}, X={'protein', 'tkv', 'saakern'}; Y={'ksort'}, X={'aks_m2', 'dgv1059'}; Y={'s2225'}, X={'jordtype', 'dgv1059'}",157,168,100,20,80,0.2,20,0
barley.bif,48,0.15,10,178,"Y={'udb'}, X={'ksort', 'tkvs'}; Y={'s2225'}, X={'dg25', 'ntilg', 'sorttkv', 'srtsize', 'frspdag'}",171,178,100,28,72,0.28,28,0
barley.bif,48,0.15,11,165,"Y={'antplnt'}, X={'pesticid', 'jordinf', 'sorttkv'}; Y={'exptgens'}, X={'ksort', 'ngodnn'}",75,165,100,34,66,0.34,34,0
barley.bif,48,0.15,12,176,"Y={'mod_nmin'}, X={'exptgens', 'aar_mod'}; Y={'protein'}, X={'jordn', 'bgbyg'}; Y={'ngodn'}, X={'protein', 'nplac'}; Y={'nedbarea'}, X={'mod_nmin', 'jordn', 'rokap'}; Y={'ksort'}, X={'jordn', 's2528', 'ntilg'}",173,176,100,25,75,0.25,25,0
barley.bif,48,0.15,13,190,"Y={'s2528'}, X={'tkv', 'aar_mod'}; Y={'sorttkv'}, X={'srtsize'}; Y={'keraks'}, X={'spndx'}; Y={'bgbyg'}, X={'keraks'}",185,190,100,25,75,0.25,25,0
barley.bif,48,0.15,14,169,"Y={'rokap'}, X={'bgbyg'}; Y={'ngtilg'}, X={'keraks', 'tkv'}; Y={'ngodnn'}, X={'komm', 'rokap', 'nedbarea', 'potnmin'}",117,169,100,35,65,0.35,35,0
barley.bif,48,0.15,15,172,"Y={'ngodnn'}, X={'exptgens'}",77,172,100,30,70,0.3,30,0
barley.bif,48,0.15,16,168,"Y={'s2528'}, X={'dgv1059'}",160,168,100,30,70,0.3,30,0
barley.bif,48,0.15,17,176,"Y={'slt22'}, X={'tkv'}; Y={'partigerm'}, X={'s2528', 'antplnt'}; Y={'ntilg'}, X={'s2225'}",168,176,100,22,78,0.22,22,0
barley.bif,48,0.15,18,162,"Y={'srtsize'}, X={'aks_vgt', 'ksort'}; Y={'aks_vgt'}, X={'srtsize'}; Y={'potnmin'}, X={'nmin'}",155,162,100,24,76,0.24,24,0
barley.bif,48,0.15,19,163,"Y={'dg25'}, X={'ntilg'}; Y={'potnmin'}, X={'exptgens', 'nmin'}",29,163,100,27,73,0.27,27,0
barley.bif,48,0.15,20,200,"Y={'keraks'}, X={'srtsize'}; Y={'saatid'}, X={'keraks', 'jordinf'}; Y={'s2528'}, X={'ntilg'}; Y={'ntilg'}, X={'partigerm', 'ksort'}",191,200,100,21,79,0.21,21,0
barley.bif,48,0.15,21,176,"Y={'s2528'}, X={'tkv', 'ntilg'}",121,176,100,30,70,0.3,30,0
barley.bif,48,0.15,22,159,"Y={'forfrugt'}, X={'komm', 'jordtype'}; Y={'rokap'}, X={'aks_m2', 'komm', 'frspdag'}; Y={'spndx'}, X={'jordn'}",147,159,100,17,83,0.17,17,0
barley.bif,48,0.15,23,195,"Y={'jordn'}, X={'markgrm', 'nedbarea'}",42,195,100,25,75,0.25,25,0
barley.bif,48,0.15,24,169,"Y={'sort'}, X={'mod_nmin', 's2528'}; Y={'dgv1059'}, X={'pesticid', 'tkv', 'frspdag'}; Y={'ksort'}, X={'sort', 'dgv1059'}",167,169,100,24,76,0.24,24,0
barley.bif,48,0.15,25,159,"Y={'partigerm'}, X={'jordinf'}; Y={'rokap'}, X={'exptgens', 'bgbyg'}; Y={'ntilg'}, X={'s2225', 'ngodn', 'saakern', 'ngodnn', 'frspdag'}",79,159,100,24,76,0.24,24,0
barley.bif,48,0.15,26,169,"Y={'spndx'}, X={'jordn', 'nmin', 'ngtilg'}; Y={'nmin'}, X={'nedbarea', 'potnmin'}",119,169,100,33,67,0.33,33,0
barley.bif,48,0.15,27,166,"Y={'dgv1059'}, X={'nprot'}; Y={'aks_vgt'}, X={'exptgens', 'protein', 'ngtilg', 'aar_mod'}; Y={'spndx'}, X={'protein', 'ksort', 's2528'}",154,166,100,24,76,0.24,24,0
barley.bif,48,0.15,28,165,"Y={'protein'}, X={'jordn', 'jordinf'}",151,165,100,27,73,0.27,27,0
barley.bif,48,0.15,29,191,"Y={'ngodnt'}, X={'dg25', 'pesticid', 'tkv', 'udb'}",71,191,100,28,72,0.28,28,0
barley.bif,48,0.15,30,174,"Y={'komm'}, X={'udb', 'jordtype'}; Y={'aar_mod'}, X={'potnmin'}",21,174,100,26,74,0.26,26,0
barley.bif,48,0.15,31,188,"Y={'dgv1059'}, X={'saatid', 'ntilg', 'dgv5980'}",23,188,100,22,78,0.22,22,0
barley.bif,48,0.15,32,160,"Y={'slt22'}, X={'s2225', 'forfrugt'}",153,160,100,31,69,0.31,31,0
barley.bif,48,0.15,33,168,"Y={'ngodn'}, X={'mod_nmin'}; Y={'protein'}, X={'exptgens', 'pesticid', 'jordn', 'saakern'}; Y={'jordn'}, X={'jordtype'}",161,168,100,38,62,0.38,38,0
barley.bif,48,0.15,34,175,"Y={'keraks'}, X={'protein', 'rokap'}; Y={'aar_mod'}, X={'saakern', 'jordinf', 'nmin'}",160,175,100,33,67,0.33,33,0
barley.bif,48,0.15,35,155,"Y={'aks_m2'}, X={'ntilg', 'sort', 'ngtilg', 'antplnt'}",29,155,100,23,77,0.23,23,0
barley.bif,48,0.15,36,174,"Y={'aks_m2'}, X={'protein', 'tkvs'}; Y={'slt22'}, X={'nmin', 'dgv5980'}",165,174,100,28,72,0.28,28,0
barley.bif,48,0.15,37,182,"Y={'dgv5980'}, X={'ntilg'}",23,182,100,29,71,0.29,29,0
barley.bif,48,0.15,38,180,"Y={'protein'}, X={'ngodnt', 'srtsize'}; Y={'aks_m2'}, X={'jordn', 'nopt'}; Y={'pesticid'}, X={'ngodnt', 'jordtype'}",176,180,100,25,75,0.25,25,0
barley.bif,48,0.15,39,169,"Y={'ngtilg'}, X={'aks_vgt', 'nopt'}",101,169,100,20,80,0.2,20,0
barley.bif,48,0.15,40,162,"Y={'udb'}, X={'s2225'}; Y={'ngtilg'}, X={'aks_m2'}",146,162,100,25,75,0.25,25,0
barley.bif,48,0.15,41,177,"Y={'jordtype'}, X={'dgv1059'}",7,177,100,28,72,0.28,28,0
barley.bif,48,0.15,42,139,"Y={'rokap'}, X={'saatid'}; Y={'sorttkv'}, X={'keraks', 'dg25', 'nplac'}",26,139,100,26,74,0.26,26,0
barley.bif,48,0.15,43,160,"Y={'exptgens'}, X={'ngodnn'}; Y={'aar_mod'}, X={'nmin'}; Y={'dgv5980'}, X={'ksort', 'sorttkv'}; Y={'jordinf'}, X={'nprot', 'srtprot', 'antplnt'}",82,160,100,28,72,0.28,28,0
barley.bif,48,0.15,44,143,"Y={'udb'}, X={'tkv', 'jordinf'}; Y={'s2225'}, X={'ntilg'}",137,143,100,30,70,0.3,30,0
barley.bif,48,0.15,45,161,"Y={'udb'}, X={'keraks', 'potnmin', 'nopt'}",150,161,100,21,79,0.21,21,0
barley.bif,48,0.15,46,154,"Y={'rokap'}, X={'spndx'}",11,154,100,21,79,0.21,21,0
barley.bif,48,0.15,47,160,"Y={'saatid'}, X={'nmin', 'ngtilg'}; Y={'aar_mod'}, X={'potnmin'}",28,160,100,31,69,0.31,31,0
barley.bif,48,0.15,48,162,"Y={'frspdag'}, X={'dg25'}; Y={'aks_vgt'}, X={'antplnt'}",144,162,100,31,69,0.31,31,0
barley.bif,48,0.15,49,168,"Y={'ngtilg'}, X={'nedbarea', 'ngodnn', 'spndx'}",79,168,100,22,78,0.22,22,0
barley.bif,48,0.25,0,285,"Y={'exptgens'}, X={'srtsize', 'rokap'}",38,285,100,21,79,0.21,21,0
barley.bif,48,0.25,1,260,"Y={'srtprot'}, X={'saakern', 'srtsize', 'ngodnn'}; Y={'nmin'}, X={'ntilg'}",54,260,100,24,76,0.24,24,0
barley.bif,48,0.25,2,271,"Y={'jordtype'}, X={'mod_nmin'}; Y={'dgv1059'}, X={'exptgens', 'frspdag'}",49,271,100,29,71,0.29,29,0
barley.bif,48,0.25,3,303,"Y={'ngodn'}, X={'dg25', 'nopt'}",151,303,100,23,77,0.23,23,0
barley.bif,48,0.25,4,295,"Y={'s2528'}, X={'tkv', 'aar_mod'}; Y={'aks_vgt'}, X={'ntilg', 'srtsize', 'ngtilg'}",282,295,100,22,78,0.22,22,0
barley.bif,48,0.25,5,291,"Y={'nopt'}, X={'forfrugt'}; Y={'aar_mod'}, X={'udb', 'ngodnt'}; Y={'dg25'}, X={'aar_mod', 'dgv1059'}",90,291,100,17,83,0.17,17,0
barley.bif,48,0.25,6,258,"Y={'sorttkv'}, X={'ngodnt', 'antplnt'}; Y={'exptgens'}, X={'potnmin'}",60,258,100,29,71,0.29,29,0
barley.bif,48,0.25,7,283,"Y={'mod_nmin'}, X={'exptgens'}; Y={'aks_m2'}, X={'markgrm', 'saakern', 'antplnt'}",215,283,100,22,78,0.22,22,0
barley.bif,48,0.25,8,260,"Y={'exptgens'}, X={'aks_vgt', 'dgv1059', 'potnmin'}; Y={'s2225'}, X={'s2528'}",253,260,100,20,80,0.2,20,0
barley.bif,48,0.25,9,290,"Y={'nprot'}, X={'aks_m2', 'aar_mod', 'dgv1059', 'slt22'}; Y={'antplnt'}, X={'aks_m2', 'aks_vgt', 'potnmin', 'nopt'}",219,290,100,35,65,0.35,35,0
barley.bif,48,0.25,10,274,"Y={'jordtype'}, X={'komm', 'ntilg', 'bgbyg'}; Y={'tkv'}, X={'s2528', 'saakern'}; Y={'dgv1059'}, X={'aks_vgt', 'antplnt'}",241,274,100,20,80,0.2,20,0
barley.bif,48,0.25,11,282,"Y={'ngodnt'}, X={'pesticid'}; Y={'aks_m2'}, X={'ksort', 'dgv5980'}",257,282,100,23,77,0.23,23,0
barley.bif,48,0.25,12,297,"Y={'slt22'}, X={'keraks', 'dgv5980'}; Y={'ngtilg'}, X={'komm', 'ksort', 'ngodnn'}",280,297,100,24,76,0.24,24,0
barley.bif,48,0.25,13,289,"Y={'saatid'}, X={'aks_m2'}; Y={'markgrm'}, X={'bgbyg', 'frspdag'}",54,289,100,28,72,0.28,28,0
barley.bif,48,0.25,14,269,"Y={'saakern'}, X={'markgrm', 'ngodnn'}; Y={'aks_vgt'}, X={'jordn', 'ngtilg'}",156,269,100,27,73,0.27,27,0
